accuracy,f1,precision,recall,specificity,roc_auc,pr_auc,brier,sens_at_90spec,tp,fp,tn,fn,dimension,group,n,n_stroke
0.768792501378423,0.2107904642409034,0.12481426448736999,0.6774193548387096,0.77315617176969,0.8169371921258767,0.15379764338575316,0.1555461789386638,0.4153225806451613,168,1178,4015,80,Sex,Male,5441,248
0.7794924554183813,0.19625,0.11493411420204978,0.6709401709401709,0.7840300107181136,0.8289086761755572,0.17982901662491882,0.14764595678886538,0.4658119658119658,157,1209,4389,77,Sex,Female,5832,234
0.8581354950781702,0.1522491349480969,0.08979591836734693,0.5,0.8674985145573381,0.8407335385945012,0.14014061991246352,0.10151646064600704,0.4090909090909091,22,223,1460,22,Race/Ethnicity,Mexican American,1727,44
0.8255451713395638,0.13846153846153847,0.08071748878923767,0.4864864864864865,0.8356054530874097,0.78889876243525,0.10207354055228145,0.12539188399156947,0.40540540540540543,18,205,1042,19,Race/Ethnicity,Other Hispanic,1284,37
0.7294800738981262,0.23335826477187735,0.13780918727915195,0.7609756097560976,0.7276785714285714,0.8176434560104529,0.17649000086977545,0.17945512798422725,0.4146341463414634,156,976,2608,49,Race/Ethnicity,NH White,3789,205
0.7294589178356713,0.21236872812135357,0.12745098039215685,0.6363636363636364,0.7351190476190477,0.7810255220969506,0.17044304761995255,0.17365809248497494,0.34965034965034963,91,623,1729,52,Race/Ethnicity,NH Black,2495,143
0.8104145601617796,0.16851441241685144,0.09547738693467336,0.7169811320754716,0.812987012987013,0.8750502327860818,0.23561572775851397,0.1303556381874892,0.6037735849056604,38,360,1565,15,Race/Ethnicity,Other/Multi,1978,53
