features,model,strategy,roc_auc,roc_auc_ci_lo,roc_auc_ci_hi,pr_auc,pr_auc_ci_lo,pr_auc_ci_hi,f1,f1_ci_lo,f1_ci_hi,recall,recall_ci_lo,recall_ci_hi,precision,precision_ci_lo,precision_ci_hi,brier,brier_ci_lo,brier_ci_hi,accuracy,accuracy_ci_lo,accuracy_ci_hi
kaggle_equiv,LR,cost_sensitive,0.8021991585888194,0.785662513603864,0.8190350107068319,0.14346555532679298,0.1256077853396748,0.16978751649420942,0.1865497076023392,0.1690294844799229,0.202393022990324,0.6618257261410788,0.6187473516949152,0.704378033060358,0.10857726344452008,0.09743403539924575,0.11884845408825766,0.15836544129014385,0.15453128450768364,0.16203281706527128,0.7532156480085159,0.7454936574115142,0.7612015435110441
full_clinical,LR,cost_sensitive,0.8229604661330269,0.8067657735006974,0.839443331403501,0.16192324515053766,0.1417148737912575,0.18761119630980355,0.20350657482780213,0.18592634845550887,0.22138878436572357,0.6742738589211619,0.6333296943231441,0.7133828109655153,0.11983775811209439,0.10851482311908321,0.13133365350952,0.15145905966450213,0.14746236674668065,0.15536528777913616,0.7743280404506343,0.7662534374168367,0.7822230107336113
